sitting, 6.77,2022-09-18,22:34:47.179657
crossbar, 7.00,2022-09-18,22:34:54.128657
sitting, 5.81,2022-09-18,22:34:59.865768
crossbar, 2.15,2022-09-18,22:35:01.979865
sitting, 3.83,2022-09-18,22:39:30.895110
sitting, 4.38,2022-09-18,22:44:43.331155
crossbar, 5.61,2022-09-18,22:44:49.052559
 


 Example log from testing 18/9/2022
