sitting, 4.14,2022-09-18,22:48:19.593098
crossbar, 3.42,2022-09-18,22:48:23.073430
sitting, 1.37,2022-09-18,22:48:24.505118
crossbar, 2.14,2022-09-18,22:48:26.556345
  


  Example log from testing 18/9/2022
